Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SPT5_T0_R1.raw	SPT5_T0_R2.raw	SPT5_T15_R1.raw	SPT5_T15_R2.raw	SPT5_T0_R1.pseudo	SPT5_T0_R2.pseudo	SPT5_T15_R1.pseudo	SPT5_T15_R2.pseudo
Interval_1	I	33	709	+	677	54.2459899855143	1.92143313242995	0.385524649428438	4.9839436603563	6.23012268934834e-07	0.000135972427695028	79	71	25	27	76.4609686461641	95.3559583686928	21.9345668825415	23.2324660446588
Interval_11	I	70939	73210	+	2272	54.5579808829169	1.56849099831359	0.384334803753856	4.0810537661276	4.48319819706638e-05	0.00205991159265208	69	72	32	31	66.7823650200674	96.6990000358575	28.0762456096532	26.6743128660897
Interval_23	I	229417	230188	+	772	38.2733106535221	2.16054474963945	0.470299995727641	4.59397144219975	4.34888920424931e-06	0.000474572534413706	49	58	14	18	47.4251577678739	77.8964166955518	12.2833574542233	15.4883106964392
Interval_178	IV	61368	62929	+	1562	33.1327964275763	-2.30952082122948	0.516648598454313	-4.4701966252091	7.8147720012428e-06	0.000758032884120551	13	7	75	52	12.5821847139257	9.40129167015281	65.8037006476246	44.7440086786021
Interval_249	IV	593241	594078	+	838	22.0861398271592	-2.51311996593339	0.622238359982878	-4.03883805235432	5.37166350175569e-05	0.00234473111851636	9	3	44	43	8.71074326348705	4.02912500149406	38.6048377132731	36.9998533303825
Interval_350	IV	1506804	1507893	+	1090	39.6756872876767	-1.720494836207	0.455931451189928	-3.77358226048393	0.000160920126249602	0.00585346959232927	20	13	84	56	19.3572072521934	17.4595416731409	73.7001447253396	48.185855500033
Interval_352	IV	1524821	1525639	+	819	59.0558223131832	1.81369993064046	0.373206566750248	4.85977496707394	1.17519256395804e-06	0.000205188621667073	82	78	28	32	79.3645497339931	104.757250038846	24.5667149084465	27.5347745714475
Interval_353	IX	0	245	+	246	14.0420420288923	3.25932748913896	0.883181097328185	3.69044072501	0.000223865851453364	0.00751672647379948	11	30	4	2	10.6464639887064	40.2912500149406	3.50953070120665	1.72092341071547
Interval_410	IX	438914	439863	+	950	63.9061882542075	1.46309306857023	0.364337090790863	4.01576755579375	5.92526341844853e-05	0.00246321664966932	79	83	34	44	76.4609686461641	111.472458374669	29.8310109602565	37.8603150357402
Interval_412	MT	13931	16652	+	2722	74.2936862203516	2.828590181261	0.38311088367865	7.3832154129915	1.54511730120358e-13	1.34888740395072e-10	107	117	20	22	103.561058799235	157.135875058268	17.5476535060332	18.9301575178701
Interval_413	MT	18041	21414	+	3374	61.2912375782305	2.43269809000844	0.380021666535914	6.40147208495686	1.53885951859882e-10	5.10765983718856e-08	100	82	23	21	96.7860362609672	110.129416707504	20.1798015319382	18.0696958125124
Interval_416	MT	36598	36986	+	389	12.8035189959914	3.12464267096656	0.846609644354992	3.69077141017823	0.000223574990834308	0.00751672647379948	17	22	3	3	16.4536261643644	29.5469166776231	2.63214802590498	2.5813851160732
Interval_420	MT	59632	62582	+	2951	59.2991170853894	2.61844446957871	0.410326959349644	6.38136103396392	1.75520956604418e-10	5.10765983718856e-08	86	90	23	15	83.2359911844318	120.873750044822	20.1798015319382	12.906925580366
Interval_422	MT	73714	74469	+	756	22.9342009908533	2.58095620025089	0.603072985614897	4.27967470242317	1.87166672309367e-05	0.00136163754105065	30	37	6	9	29.0358108782902	49.6925416850934	5.26429605180997	7.7441553482196
Interval_424	MT	79258	79960	+	703	37.8621440899331	2.20021701264422	0.472903532011081	4.65257047941158	3.27822636170241e-06	0.000422289207906393	51	56	12	19	49.3608784930933	75.2103333612225	10.5285921036199	16.3487724017969
Interval_510	VI	4240	5557	+	1318	76.0140987853924	1.60779496060642	0.346067869602194	4.64589492938071	3.38605321345332e-06	0.000422289207906393	94	103	44	42	90.9788740853091	138.333291717963	38.6048377132731	36.1393916250248
Interval_675	VIII	13	419	+	407	29.6763184150115	2.22687487984326	0.504204881740068	4.41660713826899	1.00262216262132e-05	0.000875289147968408	47	39	11	13	45.4894370426546	52.3786250194228	9.65120942831828	11.1860021696505
Interval_709	VIII	280214	281462	+	1249	38.2141424350985	-1.8715833508529	0.453631703551951	-4.1257772245598	3.69484801537716e-05	0.00179200128745792	16	13	69	69	15.4857658017547	17.4595416731409	60.5394045958146	59.3718576696836
Interval_843	X	745026	745638	+	613	28.4530091346434	1.93871983236936	0.501353001787594	3.86697561489964	0.000110193441621266	0.00418255976240717	42	37	14	13	40.6501352296062	49.6925416850934	12.2833574542233	11.1860021696505
Interval_844	XI	50	788	+	739	48.5674355894521	1.64603583042232	0.394810917916128	4.16917505501203	3.05704125804144e-05	0.00156988059898246	69	60	26	28	66.7823650200674	80.5825000298812	22.8119495578432	24.0929277500165
Interval_889	XI	368881	369722	+	842	22.3766614002963	-2.6523246053013	0.626275797675677	-4.23507441153718	2.28476035261898e-05	0.0014249469523533	7	4	46	43	6.7750225382677	5.37216666865875	40.3596030638764	36.9998533303825
Interval_918	XII	35	304	+	270	28.6378392679398	1.76427485932768	0.491023615355506	3.59305500622477	0.000326823561717287	0.00983851618548936	47	32	16	14	45.4894370426546	42.97733334927	14.0381228048266	12.0464638750083
Interval_919	XII	5549	5980	+	432	32.2829075720796	1.9025330871099	0.521968412465565	3.64491996387888	0.000267475028903108	0.00854318421271096	32	53	18	13	30.9715316035095	71.1812083597284	15.7928881554299	11.1860021696505
Interval_920	XII	11010	11851	+	842	46.171814404238	1.84114033146383	0.440853554691194	4.17630823631103	2.96278287136292e-05	0.00156988059898246	51	71	23	23	49.3608784930933	95.3559583686928	20.1798015319382	19.7906192232279
Interval_1031	XII	1064261	1065458	+	1198	83.8228578684633	1.28280289086393	0.323476583604055	3.96567466050067	7.31886353340082e-05	0.00290425812029951	103	103	53	59	99.6896173487962	138.333291717963	46.5012817909881	50.7672406161062
Interval_1145	XIII	923374	924306	+	933	54.7692809745977	1.58983002066886	0.375399300982895	4.23503724302698	2.28513829701561e-05	0.0014249469523533	88	59	27	36	85.1717119096511	79.2394583627165	23.6893322331449	30.9766213928784
Interval_1146	XIV	6570	7336	+	767	51.0799692184598	1.6061279108475	0.384855034780605	4.17333220484723	3.00176755834472e-05	0.00156988059898246	73	62	29	29	70.653806470506	83.2685833642106	25.4440975837482	24.9533894553743
Interval_1240	XIV	783383	784245	+	863	39.3162216791239	1.62463260677342	0.446485993773197	3.63870900639873	0.000274008199262207	0.00854318421271096	48	54	25	19	46.4572974052642	72.5242500268931	21.9345668825415	16.3487724017969
Interval_1241	XV	3	903	+	901	60.624345716899	1.62913336938494	0.375960721691854	4.33325418159031	1.46921313037004e-05	0.00116602096619368	80	79	27	41	77.4288290087737	106.10029170601	23.6893322331449	35.278929919667
